Date,Scenario A,Scenario B,Scenario C,Scenario D,Scenario E,Scenario F,Scenario G,Scenario H,Scenario I,Scenario J,Scenario K,Scenario L,Scenario M,Scenario N,Scenario O,Scenario P
29/09/2017,12000,12000,12040,12053,12000,12030,12063,15493,12000,12000,12117,15610,15577,15610,15383,15597
30/09/2017,12000,12000,12040,12053,12000,12030,12063,15493,12000,12000,12117,15610,15577,15610,15383,15597
1/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
2/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
3/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
4/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
5/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
6/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
7/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
8/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
9/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
10/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
11/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
12/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
13/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
14/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
15/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
16/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
17/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
18/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
19/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
20/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
21/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
22/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
23/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
24/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
25/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
26/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
27/10/2017,12290,12290,12290,12290,12290,12290,12329,12652,17100,17116,17155,12690,12652,17516,12652,12690
