Date,b-sairrsw.70,b-sacount.70,b-srstock.224,b-mamanad.224,b-mbonknt.224,Eastern Mount Lofty Range
8/03/1978,1381,139,64,217,290,0
9/03/1978,1381,139,64,217,290,1
10/03/1978,1381,139,64,217,290,1
11/03/1978,1381,139,64,217,290,1
12/03/1978,1381,139,64,217,290,1
13/03/1978,1381,139,64,217,290,1
14/03/1978,1381,139,64,217,290,1
15/03/1978,1381,139,64,217,290,1
16/03/1978,1381,139,64,217,290,1
17/03/1978,1381,139,64,217,290,1
18/03/1978,1381,139,64,217,290,1
19/03/1978,1381,139,64,217,290,1
20/03/1978,1381,139,64,217,290,1
21/03/1978,1381,139,64,217,290,1
22/03/1978,1381,139,64,217,290,2
23/03/1978,1381,139,64,217,290,3
24/03/1978,1381,139,64,217,290,3
25/03/1978,1381,139,64,217,290,3
26/03/1978,1381,139,64,217,290,3
27/03/1978,1381,139,64,217,290,3
28/03/1978,1381,139,64,217,290,3
29/03/1978,1381,139,64,217,290,3
30/03/1978,1381,139,64,217,290,2
31/03/1978,1381,139,64,217,290,2
1/04/1978,895,108,58,125,155,2
2/04/1978,895,108,58,125,155,2
3/04/1978,895,108,58,125,155,3
4/04/1978,895,108,58,125,155,3
5/04/1978,895,108,58,125,155,3
6/04/1978,895,108,58,125,155,3
7/04/1978,895,108,58,125,155,3
8/04/1978,895,108,58,125,155,3
9/04/1978,895,108,58,125,155,5
10/04/1978,895,108,58,125,155,8
11/04/1978,895,108,58,125,155,14
12/04/1978,895,108,58,125,155,16
13/04/1978,895,108,58,125,155,16
14/04/1978,895,108,58,125,155,14
15/04/1978,895,108,58,125,155,12
16/04/1978,895,108,58,125,155,10
17/04/1978,895,108,58,125,155,9
18/04/1978,895,108,58,125,155,7
19/04/1978,895,108,58,125,155,6
20/04/1978,895,108,58,125,155,6
21/04/1978,895,108,58,125,155,5
22/04/1978,895,108,58,125,155,5
23/04/1978,895,108,58,125,155,5
24/04/1978,895,108,58,125,155,5
25/04/1978,895,108,58,125,155,5
26/04/1978,895,108,58,125,155,5
27/04/1978,895,108,58,125,155,5
28/04/1978,895,108,58,125,155,5
29/04/1978,895,108,58,125,155,5
30/04/1978,895,108,58,125,155,5
1/05/1978,589,89,58,6,10,5
2/05/1978,589,89,58,6,10,5
3/05/1978,589,89,58,6,10,5
4/05/1978,589,89,58,6,10,5
5/05/1978,589,89,58,6,10,5
6/05/1978,589,89,58,6,10,5
7/05/1978,589,89,58,6,10,5
8/05/1978,589,89,58,6,10,5
9/05/1978,589,89,58,6,10,11
10/05/1978,589,89,58,6,10,21
11/05/1978,589,89,58,6,10,37
12/05/1978,589,89,58,6,10,41
13/05/1978,589,89,58,6,10,37
14/05/1978,589,89,58,6,10,31
15/05/1978,589,89,58,6,10,25
16/05/1978,589,89,58,6,10,21
17/05/1978,589,89,58,6,10,17
18/05/1978,589,89,58,6,10,14
19/05/1978,589,89,58,6,10,12
20/05/1978,589,89,58,6,10,12
21/05/1978,589,89,58,6,10,12
22/05/1978,589,89,58,6,10,12
23/05/1978,589,89,58,6,10,13
24/05/1978,589,89,58,6,10,14
25/05/1978,589,89,58,6,10,17
26/05/1978,589,89,58,6,10,19
27/05/1978,589,89,58,6,10,20
28/05/1978,589,89,58,6,10,19
29/05/1978,589,89,58,6,10,17
30/05/1978,589,89,58,6,10,15
31/05/1978,589,89,58,6,10,14
1/06/1978,213,71,52,56,8,14
2/06/1978,213,71,52,56,8,13
3/06/1978,213,71,52,56,8,16
4/06/1978,213,71,52,56,8,44
5/06/1978,213,71,52,56,8,60
6/06/1978,213,71,52,56,8,61
7/06/1978,213,71,52,56,8,60
8/06/1978,213,71,52,56,8,74
9/06/1978,213,71,52,56,8,116
10/06/1978,213,71,52,56,8,129
11/06/1978,213,71,52,56,8,129
12/06/1978,213,71,52,56,8,470
13/06/1978,213,71,52,56,8,530
14/06/1978,213,71,52,56,8,494
15/06/1978,213,71,52,56,8,433
16/06/1978,213,71,52,56,8,372
17/06/1978,213,71,52,56,8,380
18/06/1978,213,71,52,56,8,354
19/06/1978,213,71,52,56,8,311
20/06/1978,213,71,52,56,8,266
21/06/1978,213,71,52,56,8,227
22/06/1978,213,71,52,56,8,196
23/06/1978,213,71,52,56,8,172
24/06/1978,213,71,52,56,8,152
25/06/1978,213,71,52,56,8,137
26/06/1978,213,71,52,56,8,127
27/06/1978,213,71,52,56,8,185
28/06/1978,213,71,52,56,8,208
29/06/1978,213,71,52,56,8,199
30/06/1978,213,71,52,56,8,177
1/07/1978,300,85,55,127,9,150
2/07/1978,300,85,55,127,9,168
3/07/1978,300,85,55,127,9,758
4/07/1978,300,85,55,127,9,869
5/07/1978,300,85,55,127,9,970
6/07/1978,300,85,55,127,9,1747
7/07/1978,300,85,55,127,9,1861
8/07/1978,300,85,55,127,9,1650
9/07/1978,300,85,55,127,9,1343
10/07/1978,300,85,55,127,9,1065
11/07/1978,300,85,55,127,9,885
12/07/1978,300,85,55,127,9,720
13/07/1978,300,85,55,127,9,586
14/07/1978,300,85,55,127,9,479
15/07/1978,300,85,55,127,9,402
16/07/1978,300,85,55,127,9,343
17/07/1978,300,85,55,127,9,300
18/07/1978,300,85,55,127,9,501
19/07/1978,300,85,55,127,9,556
20/07/1978,300,85,55,127,9,525
21/07/1978,300,85,55,127,9,465
22/07/1978,300,85,55,127,9,408
23/07/1978,300,85,55,127,9,379
24/07/1978,300,85,55,127,9,406
25/07/1978,300,85,55,127,9,414
26/07/1978,300,85,55,127,9,391
27/07/1978,300,85,55,127,9,433
28/07/1978,300,85,55,127,9,430
29/07/1978,300,85,55,127,9,402
30/07/1978,300,85,55,127,9,372
31/07/1978,300,85,55,127,9,341
1/08/1978,221,49,14,46,6,306
2/08/1978,221,49,14,46,6,272
3/08/1978,221,49,14,46,6,245
4/08/1978,221,49,14,46,6,220
5/08/1978,221,49,14,46,6,198
6/08/1978,221,49,14,46,6,195
7/08/1978,221,49,14,46,6,1532
8/08/1978,221,49,14,46,6,2780
9/08/1978,221,49,14,46,6,3635
10/08/1978,221,49,14,46,6,3094
11/08/1978,221,49,14,46,6,2432
12/08/1978,221,49,14,46,6,1898
13/08/1978,221,49,14,46,6,1465
14/08/1978,221,49,14,46,6,1183
15/08/1978,221,49,14,46,6,947
16/08/1978,221,49,14,46,6,769
17/08/1978,221,49,14,46,6,626
18/08/1978,221,49,14,46,6,717
19/08/1978,221,49,14,46,6,796
20/08/1978,221,49,14,46,6,815
21/08/1978,221,49,14,46,6,782
22/08/1978,221,49,14,46,6,723
23/08/1978,221,49,14,46,6,641
24/08/1978,221,49,14,46,6,556
25/08/1978,221,49,14,46,6,479
26/08/1978,221,49,14,46,6,411
27/08/1978,221,49,14,46,6,357
28/08/1978,221,49,14,46,6,313
29/08/1978,221,49,14,46,6,279
30/08/1978,221,49,14,46,6,252
31/08/1978,221,49,14,46,6,231
1/09/1978,661,44,0,182,6,215
2/09/1978,661,44,0,182,6,208
3/09/1978,661,44,0,182,6,256
4/09/1978,661,44,0,182,6,286
5/09/1978,661,44,0,182,6,357
6/09/1978,661,44,0,182,6,438
7/09/1978,661,44,0,182,6,408
8/09/1978,661,44,0,182,6,361
9/09/1978,661,44,0,182,6,318
10/09/1978,661,44,0,182,6,284
11/09/1978,661,44,0,182,6,256
12/09/1978,661,44,0,182,6,253
13/09/1978,661,44,0,182,6,924
14/09/1978,661,44,0,182,6,1277
15/09/1978,661,44,0,182,6,1248
16/09/1978,661,44,0,182,6,1076
17/09/1978,661,44,0,182,6,918
18/09/1978,661,44,0,182,6,913
19/09/1978,661,44,0,182,6,833
20/09/1978,661,44,0,182,6,737
21/09/1978,661,44,0,182,6,646
22/09/1978,661,44,0,182,6,770
23/09/1978,661,44,0,182,6,811
24/09/1978,661,44,0,182,6,764
25/09/1978,661,44,0,182,6,684
26/09/1978,661,44,0,182,6,619
27/09/1978,661,44,0,182,6,576
28/09/1978,661,44,0,182,6,556
29/09/1978,661,44,0,182,6,508
30/09/1978,661,44,0,182,6,451
1/10/1978,1356,55,3,210,16,390
2/10/1978,1356,55,3,210,16,336
3/10/1978,1356,55,3,210,16,294
4/10/1978,1356,55,3,210,16,260
5/10/1978,1356,55,3,210,16,235
6/10/1978,1356,55,3,210,16,216
7/10/1978,1356,55,3,210,16,199
8/10/1978,1356,55,3,210,16,184
9/10/1978,1356,55,3,210,16,170
10/10/1978,1356,55,3,210,16,158
11/10/1978,1356,55,3,210,16,147
12/10/1978,1356,55,3,210,16,139
13/10/1978,1356,55,3,210,16,149
14/10/1978,1356,55,3,210,16,156
15/10/1978,1356,55,3,210,16,160
16/10/1978,1356,55,3,210,16,169
17/10/1978,1356,55,3,210,16,176
18/10/1978,1356,55,3,210,16,177
19/10/1978,1356,55,3,210,16,172
20/10/1978,1356,55,3,210,16,169
21/10/1978,1356,55,3,210,16,156
22/10/1978,1356,55,3,210,16,141
23/10/1978,1356,55,3,210,16,127
24/10/1978,1356,55,3,210,16,117
25/10/1978,1356,55,3,210,16,111
26/10/1978,1356,55,3,210,16,128
27/10/1978,1356,55,3,210,16,135
28/10/1978,1356,55,3,210,16,131
29/10/1978,1356,55,3,210,16,126
30/10/1978,1356,55,3,210,16,122
31/10/1978,1356,55,3,210,16,124
1/11/1978,1490,62,1,212,21,125
2/11/1978,1490,62,1,212,21,122
3/11/1978,1490,62,1,212,21,118
4/11/1978,1490,62,1,212,21,113
5/11/1978,1490,62,1,212,21,107
6/11/1978,1490,62,1,212,21,106
7/11/1978,1490,62,1,212,21,104
8/11/1978,1490,62,1,212,21,101
9/11/1978,1490,62,1,212,21,97
10/11/1978,1490,62,1,212,21,92
11/11/1978,1490,62,1,212,21,89
12/11/1978,1490,62,1,212,21,88
13/11/1978,1490,62,1,212,21,87
14/11/1978,1490,62,1,212,21,84
15/11/1978,1490,62,1,212,21,80
16/11/1978,1490,62,1,212,21,75
17/11/1978,1490,62,1,212,21,71
18/11/1978,1490,62,1,212,21,107
19/11/1978,1490,62,1,212,21,254
20/11/1978,1490,62,1,212,21,367
21/11/1978,1490,62,1,212,21,460
22/11/1978,1490,62,1,212,21,496
23/11/1978,1490,62,1,212,21,477
24/11/1978,1490,62,1,212,21,427
25/11/1978,1490,62,1,212,21,366
26/11/1978,1490,62,1,212,21,309
27/11/1978,1490,62,1,212,21,260
28/11/1978,1490,62,1,212,21,220
29/11/1978,1490,62,1,212,21,187
30/11/1978,1490,62,1,212,21,163
1/12/1978,1917,100,24,210,169,143
2/12/1978,1917,100,24,210,169,126
3/12/1978,1917,100,24,210,169,112
4/12/1978,1917,100,24,210,169,107
5/12/1978,1917,100,24,210,169,102
6/12/1978,1917,100,24,210,169,97
7/12/1978,1917,100,24,210,169,92
8/12/1978,1917,100,24,210,169,89
9/12/1978,1917,100,24,210,169,85
10/12/1978,1917,100,24,210,169,81
11/12/1978,1917,100,24,210,169,79
12/12/1978,1917,100,24,210,169,76
13/12/1978,1917,100,24,210,169,73
14/12/1978,1917,100,24,210,169,69
15/12/1978,1917,100,24,210,169,66
16/12/1978,1917,100,24,210,169,64
17/12/1978,1917,100,24,210,169,62
18/12/1978,1917,100,24,210,169,60
19/12/1978,1917,100,24,210,169,58
20/12/1978,1917,100,24,210,169,56
21/12/1978,1917,100,24,210,169,54
22/12/1978,1917,100,24,210,169,53
23/12/1978,1917,100,24,210,169,51
24/12/1978,1917,100,24,210,169,49
25/12/1978,1917,100,24,210,169,48
26/12/1978,1917,100,24,210,169,47
27/12/1978,1917,100,24,210,169,46
28/12/1978,1917,100,24,210,169,45
29/12/1978,1917,100,24,210,169,44
30/12/1978,1917,100,24,210,169,43
31/12/1978,1917,100,24,210,169,42
1/01/1979,1962,128,25,208,198,41
2/01/1979,1962,128,25,208,198,40
3/01/1979,1962,128,25,208,198,38
4/01/1979,1962,128,25,208,198,37
5/01/1979,1962,128,25,208,198,36
6/01/1979,1962,128,25,208,198,35
7/01/1979,1962,128,25,208,198,35
8/01/1979,1962,128,25,208,198,35
9/01/1979,1962,128,25,208,198,34
10/01/1979,1962,128,25,208,198,34
11/01/1979,1962,128,25,208,198,33
12/01/1979,1962,128,25,208,198,33
13/01/1979,1962,128,25,208,198,32
14/01/1979,1962,128,25,208,198,31
15/01/1979,1962,128,25,208,198,30
16/01/1979,1962,128,25,208,198,30
17/01/1979,1962,128,25,208,198,33
18/01/1979,1962,128,25,208,198,34
19/01/1979,1962,128,25,208,198,34
20/01/1979,1962,128,25,208,198,36
21/01/1979,1962,128,25,208,198,37
22/01/1979,1962,128,25,208,198,35
23/01/1979,1962,128,25,208,198,33
24/01/1979,1962,128,25,208,198,31
25/01/1979,1962,128,25,208,198,29
26/01/1979,1962,128,25,208,198,28
27/01/1979,1962,128,25,208,198,27
28/01/1979,1962,128,25,208,198,27
29/01/1979,1962,128,25,208,198,26
30/01/1979,1962,128,25,208,198,26
31/01/1979,1962,128,25,208,198,25
1/02/1979,1793,129,24,200,183,25
2/02/1979,1793,129,24,200,183,25
3/02/1979,1793,129,24,200,183,25
4/02/1979,1793,129,24,200,183,25
5/02/1979,1793,129,24,200,183,25
6/02/1979,1793,129,24,200,183,25
7/02/1979,1793,129,24,200,183,25
8/02/1979,1793,129,24,200,183,25
9/02/1979,1793,129,24,200,183,24
10/02/1979,1793,129,24,200,183,24
11/02/1979,1793,129,24,200,183,23
12/02/1979,1793,129,24,200,183,23
13/02/1979,1793,129,24,200,183,22
14/02/1979,1793,129,24,200,183,24
15/02/1979,1793,129,24,200,183,27
16/02/1979,1793,129,24,200,183,28
17/02/1979,1793,129,24,200,183,28
18/02/1979,1793,129,24,200,183,27
19/02/1979,1793,129,24,200,183,25
20/02/1979,1793,129,24,200,183,24
21/02/1979,1793,129,24,200,183,23
22/02/1979,1793,129,24,200,183,23
23/02/1979,1793,129,24,200,183,23
24/02/1979,1793,129,24,200,183,48
25/02/1979,1793,129,24,200,183,62
26/02/1979,1793,129,24,200,183,60
27/02/1979,1793,129,24,200,183,51
28/02/1979,1793,129,24,200,183,42
1/03/1979,1153,95,6,143,142,36
2/03/1979,1153,95,6,143,142,32
3/03/1979,1153,95,6,143,142,30
4/03/1979,1153,95,6,143,142,28
5/03/1979,1153,95,6,143,142,28
6/03/1979,1153,95,6,143,142,27
7/03/1979,1153,95,6,143,142,27
8/03/1979,1153,95,6,143,142,26
9/03/1979,1153,95,6,143,142,26
10/03/1979,1153,95,6,143,142,26
11/03/1979,1153,95,6,143,142,25
12/03/1979,1153,95,6,143,142,25
13/03/1979,1153,95,6,143,142,25
14/03/1979,1153,95,6,143,142,25
15/03/1979,1153,95,6,143,142,25
16/03/1979,1153,95,6,143,142,25
17/03/1979,1153,95,6,143,142,24
18/03/1979,1153,95,6,143,142,24
19/03/1979,1153,95,6,143,142,24
20/03/1979,1153,95,6,143,142,23
21/03/1979,1153,95,6,143,142,23
22/03/1979,1153,95,6,143,142,22
23/03/1979,1153,95,6,143,142,22
24/03/1979,1153,95,6,143,142,22
25/03/1979,1153,95,6,143,142,22
26/03/1979,1153,95,6,143,142,22
27/03/1979,1153,95,6,143,142,21
28/03/1979,1153,95,6,143,142,21
29/03/1979,1153,95,6,143,142,21
30/03/1979,1153,95,6,143,142,21
31/03/1979,1153,95,6,143,142,21
1/04/1979,834,59,1,19,15,21
2/04/1979,834,59,1,19,15,21
3/04/1979,834,59,1,19,15,27
4/04/1979,834,59,1,19,15,33
5/04/1979,834,59,1,19,15,35
6/04/1979,834,59,1,19,15,35
7/04/1979,834,59,1,19,15,32
8/04/1979,834,59,1,19,15,33
9/04/1979,834,59,1,19,15,33
10/04/1979,834,59,1,19,15,32
11/04/1979,834,59,1,19,15,30
12/04/1979,834,59,1,19,15,28
13/04/1979,834,59,1,19,15,26
14/04/1979,834,59,1,19,15,25
15/04/1979,834,59,1,19,15,24
16/04/1979,834,59,1,19,15,23
17/04/1979,834,59,1,19,15,33
18/04/1979,834,59,1,19,15,51
19/04/1979,834,59,1,19,15,59
20/04/1979,834,59,1,19,15,56
21/04/1979,834,59,1,19,15,61
22/04/1979,834,59,1,19,15,80
23/04/1979,834,59,1,19,15,78
24/04/1979,834,59,1,19,15,67
25/04/1979,834,59,1,19,15,54
26/04/1979,834,59,1,19,15,50
27/04/1979,834,59,1,19,15,48
28/04/1979,834,59,1,19,15,45
29/04/1979,834,59,1,19,15,41
30/04/1979,834,59,1,19,15,38
1/05/1979,353,37,1,47,10,34
2/05/1979,353,37,1,47,10,32
3/05/1979,353,37,1,47,10,34
4/05/1979,353,37,1,47,10,41
5/05/1979,353,37,1,47,10,45
6/05/1979,353,37,1,47,10,45
7/05/1979,353,37,1,47,10,42
8/05/1979,353,37,1,47,10,38
9/05/1979,353,37,1,47,10,35
10/05/1979,353,37,1,47,10,34
11/05/1979,353,37,1,47,10,34
12/05/1979,353,37,1,47,10,36
13/05/1979,353,37,1,47,10,43
14/05/1979,353,37,1,47,10,46
15/05/1979,353,37,1,47,10,46
16/05/1979,353,37,1,47,10,43
17/05/1979,353,37,1,47,10,40
18/05/1979,353,37,1,47,10,37
19/05/1979,353,37,1,47,10,34
20/05/1979,353,37,1,47,10,31
21/05/1979,353,37,1,47,10,29
22/05/1979,353,37,1,47,10,33
23/05/1979,353,37,1,47,10,36
24/05/1979,353,37,1,47,10,37
25/05/1979,353,37,1,47,10,37
26/05/1979,353,37,1,47,10,36
27/05/1979,353,37,1,47,10,60
28/05/1979,353,37,1,47,10,87
29/05/1979,353,37,1,47,10,99
30/05/1979,353,37,1,47,10,89
31/05/1979,353,37,1,47,10,73
1/06/1979,339,32,0,61,11,61
2/06/1979,339,32,0,61,11,53
3/06/1979,339,32,0,61,11,48
4/06/1979,339,32,0,61,11,45
5/06/1979,339,32,0,61,11,44
6/06/1979,339,32,0,61,11,43
7/06/1979,339,32,0,61,11,42
8/06/1979,339,32,0,61,11,64
9/06/1979,339,32,0,61,11,91
10/06/1979,339,32,0,61,11,111
11/06/1979,339,32,0,61,11,123
12/06/1979,339,32,0,61,11,112
13/06/1979,339,32,0,61,11,93
14/06/1979,339,32,0,61,11,80
15/06/1979,339,32,0,61,11,71
16/06/1979,339,32,0,61,11,66
17/06/1979,339,32,0,61,11,62
18/06/1979,339,32,0,61,11,79
19/06/1979,339,32,0,61,11,113
20/06/1979,339,32,0,61,11,120
21/06/1979,339,32,0,61,11,108
22/06/1979,339,32,0,61,11,92
23/06/1979,339,32,0,61,11,80
24/06/1979,339,32,0,61,11,69
25/06/1979,339,32,0,61,11,60
26/06/1979,339,32,0,61,11,64
27/06/1979,339,32,0,61,11,66
28/06/1979,339,32,0,61,11,64
29/06/1979,339,32,0,61,11,61
30/06/1979,339,32,0,61,11,60
1/07/1979,506,70,42,235,13,114
2/07/1979,506,70,42,235,13,131
3/07/1979,506,70,42,235,13,118
4/07/1979,506,70,42,235,13,101
5/07/1979,506,70,42,235,13,94
6/07/1979,506,70,42,235,13,93
7/07/1979,506,70,42,235,13,95
8/07/1979,506,70,42,235,13,96
9/07/1979,506,70,42,235,13,104
10/07/1979,506,70,42,235,13,136
11/07/1979,506,70,42,235,13,144
12/07/1979,506,70,42,235,13,135
13/07/1979,506,70,42,235,13,138
14/07/1979,506,70,42,235,13,134
15/07/1979,506,70,42,235,13,127
16/07/1979,506,70,42,235,13,116
17/07/1979,506,70,42,235,13,104
18/07/1979,506,70,42,235,13,93
19/07/1979,506,70,42,235,13,86
20/07/1979,506,70,42,235,13,81
21/07/1979,506,70,42,235,13,220
22/07/1979,506,70,42,235,13,413
23/07/1979,506,70,42,235,13,671
24/07/1979,506,70,42,235,13,802
25/07/1979,506,70,42,235,13,823
26/07/1979,506,70,42,235,13,756
27/07/1979,506,70,42,235,13,650
28/07/1979,506,70,42,235,13,539
29/07/1979,506,70,42,235,13,442
30/07/1979,506,70,42,235,13,360
31/07/1979,506,70,42,235,13,324
1/08/1979,567,95,59,299,179,285
2/08/1979,567,95,59,299,179,247
3/08/1979,567,95,59,299,179,230
4/08/1979,567,95,59,299,179,220
5/08/1979,567,95,59,299,179,226
6/08/1979,567,95,59,299,179,207
7/08/1979,567,95,59,299,179,183
8/08/1979,567,95,59,299,179,177
9/08/1979,567,95,59,299,179,561
10/08/1979,567,95,59,299,179,1263
11/08/1979,567,95,59,299,179,1728
12/08/1979,567,95,59,299,179,2163
13/08/1979,567,95,59,299,179,2032
14/08/1979,567,95,59,299,179,1693
15/08/1979,567,95,59,299,179,1321
16/08/1979,567,95,59,299,179,1021
17/08/1979,567,95,59,299,179,792
18/08/1979,567,95,59,299,179,681
19/08/1979,567,95,59,299,179,594
20/08/1979,567,95,59,299,179,515
21/08/1979,567,95,59,299,179,436
22/08/1979,567,95,59,299,179,367
23/08/1979,567,95,59,299,179,314
24/08/1979,567,95,59,299,179,276
25/08/1979,567,95,59,299,179,245
26/08/1979,567,95,59,299,179,469
27/08/1979,567,95,59,299,179,709
28/08/1979,567,95,59,299,179,769
29/08/1979,567,95,59,299,179,763
30/08/1979,567,95,59,299,179,702
31/08/1979,567,95,59,299,179,621
1/09/1979,641,74,26,83,23,538
2/09/1979,641,74,26,83,23,460
3/09/1979,641,74,26,83,23,445
4/09/1979,641,74,26,83,23,600
5/09/1979,641,74,26,83,23,709
6/09/1979,641,74,26,83,23,932
7/09/1979,641,74,26,83,23,1071
8/09/1979,641,74,26,83,23,1075
9/09/1979,641,74,26,83,23,979
10/09/1979,641,74,26,83,23,892
11/09/1979,641,74,26,83,23,872
12/09/1979,641,74,26,83,23,1080
13/09/1979,641,74,26,83,23,1258
14/09/1979,641,74,26,83,23,1249
15/09/1979,641,74,26,83,23,1113
16/09/1979,641,74,26,83,23,940
17/09/1979,641,74,26,83,23,776
18/09/1979,641,74,26,83,23,633
19/09/1979,641,74,26,83,23,520
20/09/1979,641,74,26,83,23,434
21/09/1979,641,74,26,83,23,368
22/09/1979,641,74,26,83,23,318
23/09/1979,641,74,26,83,23,279
24/09/1979,641,74,26,83,23,250
25/09/1979,641,74,26,83,23,331
26/09/1979,641,74,26,83,23,340
27/09/1979,641,74,26,83,23,312
28/09/1979,641,74,26,83,23,335
29/09/1979,641,74,26,83,23,675
30/09/1979,641,74,26,83,23,899
1/10/1979,586,47,3,5,11,948
2/10/1979,586,47,3,5,11,889
3/10/1979,586,47,3,5,11,805
4/10/1979,586,47,3,5,11,713
5/10/1979,586,47,3,5,11,617
6/10/1979,586,47,3,5,11,777
7/10/1979,586,47,3,5,11,960
8/10/1979,586,47,3,5,11,992
9/10/1979,586,47,3,5,11,911
10/10/1979,586,47,3,5,11,1689
11/10/1979,586,47,3,5,11,1919
12/10/1979,586,47,3,5,11,2918
13/10/1979,586,47,3,5,11,3308
14/10/1979,586,47,3,5,11,3010
15/10/1979,586,47,3,5,11,2456
16/10/1979,586,47,3,5,11,1899
17/10/1979,586,47,3,5,11,1432
18/10/1979,586,47,3,5,11,1083
19/10/1979,586,47,3,5,11,829
20/10/1979,586,47,3,5,11,649
21/10/1979,586,47,3,5,11,522
22/10/1979,586,47,3,5,11,437
23/10/1979,586,47,3,5,11,384
24/10/1979,586,47,3,5,11,350
25/10/1979,586,47,3,5,11,318
26/10/1979,586,47,3,5,11,289
27/10/1979,586,47,3,5,11,267
28/10/1979,586,47,3,5,11,251
29/10/1979,586,47,3,5,11,240
30/10/1979,586,47,3,5,11,230
31/10/1979,586,47,3,5,11,221
1/11/1979,1586,65,1,8,22,216
2/11/1979,1586,65,1,8,22,210
3/11/1979,1586,65,1,8,22,203
4/11/1979,1586,65,1,8,22,197
5/11/1979,1586,65,1,8,22,191
6/11/1979,1586,65,1,8,22,187
7/11/1979,1586,65,1,8,22,183
8/11/1979,1586,65,1,8,22,180
9/11/1979,1586,65,1,8,22,176
10/11/1979,1586,65,1,8,22,172
11/11/1979,1586,65,1,8,22,169
12/11/1979,1586,65,1,8,22,167
13/11/1979,1586,65,1,8,22,164
14/11/1979,1586,65,1,8,22,162
15/11/1979,1586,65,1,8,22,467
16/11/1979,1586,65,1,8,22,679
17/11/1979,1586,65,1,8,22,798
18/11/1979,1586,65,1,8,22,841
19/11/1979,1586,65,1,8,22,795
20/11/1979,1586,65,1,8,22,703
21/11/1979,1586,65,1,8,22,604
22/11/1979,1586,65,1,8,22,513
23/11/1979,1586,65,1,8,22,436
24/11/1979,1586,65,1,8,22,374
25/11/1979,1586,65,1,8,22,325
26/11/1979,1586,65,1,8,22,287
27/11/1979,1586,65,1,8,22,258
28/11/1979,1586,65,1,8,22,236
29/11/1979,1586,65,1,8,22,218
30/11/1979,1586,65,1,8,22,204
1/12/1979,1866,97,6,115,35,191
2/12/1979,1866,97,6,115,35,180
3/12/1979,1866,97,6,115,35,170
4/12/1979,1866,97,6,115,35,161
5/12/1979,1866,97,6,115,35,154
6/12/1979,1866,97,6,115,35,147
7/12/1979,1866,97,6,115,35,142
8/12/1979,1866,97,6,115,35,137
9/12/1979,1866,97,6,115,35,133
10/12/1979,1866,97,6,115,35,130
11/12/1979,1866,97,6,115,35,126
12/12/1979,1866,97,6,115,35,123
13/12/1979,1866,97,6,115,35,122
14/12/1979,1866,97,6,115,35,120
15/12/1979,1866,97,6,115,35,118
16/12/1979,1866,97,6,115,35,118
17/12/1979,1866,97,6,115,35,125
18/12/1979,1866,97,6,115,35,126
19/12/1979,1866,97,6,115,35,122
20/12/1979,1866,97,6,115,35,118
21/12/1979,1866,97,6,115,35,114
22/12/1979,1866,97,6,115,35,110
23/12/1979,1866,97,6,115,35,108
24/12/1979,1866,97,6,115,35,105
25/12/1979,1866,97,6,115,35,103
26/12/1979,1866,97,6,115,35,101
27/12/1979,1866,97,6,115,35,98
28/12/1979,1866,97,6,115,35,95
29/12/1979,1866,97,6,115,35,94
30/12/1979,1866,97,6,115,35,95
31/12/1979,1866,97,6,115,35,98
1/01/1980,2221,110,30,138,32,97
2/01/1980,2221,110,30,138,32,95
3/01/1980,2221,110,30,138,32,93
4/01/1980,2221,110,30,138,32,91
5/01/1980,2221,110,30,138,32,89
6/01/1980,2221,110,30,138,32,87
7/01/1980,2221,110,30,138,32,85
8/01/1980,2221,110,30,138,32,83
9/01/1980,2221,110,30,138,32,81
10/01/1980,2221,110,30,138,32,80
11/01/1980,2221,110,30,138,32,79
12/01/1980,2221,110,30,138,32,80
13/01/1980,2221,110,30,138,32,79
14/01/1980,2221,110,30,138,32,77
15/01/1980,2221,110,30,138,32,75
16/01/1980,2221,110,30,138,32,73
17/01/1980,2221,110,30,138,32,71
18/01/1980,2221,110,30,138,32,70
19/01/1980,2221,110,30,138,32,69
20/01/1980,2221,110,30,138,32,68
21/01/1980,2221,110,30,138,32,68
22/01/1980,2221,110,30,138,32,66
23/01/1980,2221,110,30,138,32,65
24/01/1980,2221,110,30,138,32,64
25/01/1980,2221,110,30,138,32,63
26/01/1980,2221,110,30,138,32,62
27/01/1980,2221,110,30,138,32,61
28/01/1980,2221,110,30,138,32,60
29/01/1980,2221,110,30,138,32,59
30/01/1980,2221,110,30,138,32,58
31/01/1980,2221,110,30,138,32,58
1/02/1980,1968,133,38,144,36,57
2/02/1980,1968,133,38,144,36,56
3/02/1980,1968,133,38,144,36,56
4/02/1980,1968,133,38,144,36,56
5/02/1980,1968,133,38,144,36,56
6/02/1980,1968,133,38,144,36,55
7/02/1980,1968,133,38,144,36,54
8/02/1980,1968,133,38,144,36,53
9/02/1980,1968,133,38,144,36,52
10/02/1980,1968,133,38,144,36,52
11/02/1980,1968,133,38,144,36,51
12/02/1980,1968,133,38,144,36,49
13/02/1980,1968,133,38,144,36,48
14/02/1980,1968,133,38,144,36,48
15/02/1980,1968,133,38,144,36,47
16/02/1980,1968,133,38,144,36,47
17/02/1980,1968,133,38,144,36,47
18/02/1980,1968,133,38,144,36,46
19/02/1980,1968,133,38,144,36,45
